user_id,transactiondatetime,transactionamount,jupiter_coarsegrain_category
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-04 19:59:59.000000,200.0,fuel
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-04 20:32:01.000000,100.0,uncategorised
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-04 21:44:31.000000,101.0,entertainment
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-04 21:37:50.000000,15.0,groceries
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-04 21:38:19.000000,120.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-04 19:33:04.000000,10.0,investments
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-07 04:12:59.000000,100.0,uncategorised
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-07 04:12:59.000000,100.0,uncategorised
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-07 09:46:47.000000,7.0,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-07 07:42:28.000000,10.0,investments
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-07 10:46:59.000000,27.0,food & drinks
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-07 09:49:43.000000,10.0,groceries
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-07 11:19:28.000000,10.0,groceries
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-07 04:14:25.000000,396.0,uncategorised
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-07 10:57:44.000000,100.0,bills & utilities
rtQ-BZF-w6v4-85R,2024-08-07 08:53:09.000000,13.0,food & drinks
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-07 04:14:14.000000,100.0,shopping
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-07 11:25:50.000000,15.0,commute
rtQ-BZF-w6v4-85R,2024-08-07 09:11:26.000000,500.0,rent
4Vd-MTG-1x8W-FUo,2024-08-07 07:28:47.000000,218.0,education
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-07 11:11:22.000000,45.0,groceries
rtQ-BZF-w6v4-85R,2024-08-07 10:27:46.000000,13.0,groceries
rtQ-BZF-w6v4-85R,2024-08-07 10:37:23.000000,500.0,self transfers
4Vd-MTG-1x8W-FUo,2024-08-07 05:56:08.000000,300.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-07 07:18:03.000000,30.0,food & drinks
rtQ-BZF-w6v4-85R,2024-08-07 09:20:49.000000,13.0,education
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-07 06:46:52.000000,25.0,uncategorised
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-07 10:50:59.000000,10.0,groceries
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-07 04:13:09.000000,100.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-07 07:27:47.000000,20.0,commute
rtQ-BZF-w6v4-85R,2024-08-07 07:54:11.000000,23.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-07 06:12:22.000000,200.0,uncategorised
4Vd-MTG-1x8W-FUo,2024-08-07 05:42:52.000000,110.0,groceries
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-07 04:13:00.000000,60.0,food & drinks
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-07 10:30:52.758347,10.0,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,110.0,bills & utilities
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,500.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,296.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,10000.0,atm
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,327.6,food & drinks
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,10000.0,atm
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,10000.0,atm
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,256.99,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,409.06,bills & utilities
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,500.0,bills & utilities
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,60.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,600.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,295.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-09 05:30:00.000000,171.0,commute
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,100.0,bills & utilities
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,40.0,commute
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,60.0,miscellaneous
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,500.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,100.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,500.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-20 05:30:00.000000,170.0,uncategorised
4Vd-MTG-1x8W-FUo,2024-08-03 15:31:29.000000,30.0,food & drinks
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-03 16:09:48.000000,600.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-03 14:43:30.000000,185.0,family & pets
4Vd-MTG-1x8W-FUo,2024-08-03 17:34:10.000000,35.0,uncategorised
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 15:08:53.000000,100.0,investments
4Vd-MTG-1x8W-FUo,2024-08-03 17:35:17.000000,7.0,uncategorised
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 17:51:44.000000,500.0,household
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 14:37:15.000000,1400.0,uncategorised
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 17:08:52.000000,101.0,household
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-03 14:45:08.000000,49.0,bills & utilities
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 15:15:00.000000,500.0,fees & charges
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-03 15:48:26.000000,10.0,investments
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 17:43:25.004671,500.0,uncategorised
4Vd-MTG-1x8W-FUo,2024-08-03 17:33:20.000000,80.0,uncategorised
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 17:05:11.000000,120.0,shopping
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 17:19:24.812091,60.0,family & pets
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 18:12:13.000000,150.0,shopping
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 16:59:27.000000,201.0,bills & utilities
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 17:09:47.000000,200.0,uncategorised
4Vd-MTG-1x8W-FUo,2024-08-03 16:21:10.000000,19.0,food & drinks
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 14:48:56.000000,200.0,uncategorised
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 17:33:58.000000,360.0,uncategorised
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 16:59:01.000000,500.0,shopping
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 14:57:31.000000,4500.0,uncategorised
rtQ-BZF-w6v4-85R,2024-08-03 14:54:02.000000,13.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-03 16:06:53.000000,190.9,bills & utilities
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 17:54:57.108790,72.0,food & drinks
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 17:54:43.000000,40.0,commute
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-03 15:48:20.000000,300.0,commute
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 17:56:54.000000,50.0,groceries
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-03 14:44:01.000000,249.0,bills & utilities
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 17:16:24.000000,1000.0,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-03 16:09:53.000000,10.0,investments
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 15:02:37.000000,1500.0,uncategorised
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 14:55:48.000000,1500.0,shopping
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-03 17:48:16.698433,55.0,family & pets
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-03 14:43:35.000000,10.0,investments
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-03 17:46:31.000000,500.0,household
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-03 18:15:52.000000,13.0,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-18 05:30:00.000000,1150.0,shopping
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-18 05:30:00.000000,252.74,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-18 05:30:00.000000,225.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-18 05:30:00.000000,5000.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-18 05:30:00.000000,424.0,uncategorised
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-05 11:15:01.000000,13.0,groceries
rtQ-BZF-w6v4-85R,2024-08-05 11:02:48.000000,10.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-05 12:06:21.000000,20.0,groceries
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-05 10:27:38.000000,14.0,groceries
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-05 10:56:35.000000,30.0,commute
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-05 12:06:34.000000,10.0,investments
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-05 10:32:16.000000,10.0,groceries
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-05 11:22:12.000000,700.0,uncategorised
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-05 11:29:18.000000,50.0,uncategorised
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-05 09:49:10.000000,25.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-05 12:00:11.000000,10.0,investments
rtQ-BZF-w6v4-85R,2024-08-05 11:10:44.000000,300.0,rent
4Vd-MTG-1x8W-FUo,2024-08-05 11:59:36.000000,100.0,fees & charges
4Vd-MTG-1x8W-FUo,2024-08-05 12:30:03.000000,100.0,shopping
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-05 12:41:28.000000,45.0,groceries
rtQ-BZF-w6v4-85R,2024-08-05 11:26:48.000000,13.0,food & drinks
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-05 12:00:05.000000,445.0,uncategorised
rtQ-BZF-w6v4-85R,2024-08-05 11:06:21.000000,101.0,shopping
rtQ-BZF-w6v4-85R,2024-08-05 11:23:58.000000,101.0,bills & utilities
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-05 12:33:51.000000,100.0,shopping
rtQ-BZF-w6v4-85R,2024-08-05 10:43:33.000000,13.0,food & drinks
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-05 11:46:08.000000,100.0,shopping
rtQ-BZF-w6v4-85R,2024-08-05 12:13:25.000000,300.0,rent
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,30.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,30.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,110.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,110.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,1000.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,400.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,60.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,130.0,money transfers
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-26 05:30:00.000000,1000.0,entertainment
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-14 20:29:04.000000,101.0,uncategorised
4Vd-MTG-1x8W-FUo,2024-08-14 18:32:29.000000,20.0,groceries
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 20:18:49.000000,40.0,food & drinks
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-14 20:11:23.000000,101.0,uncategorised
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 19:34:40.000000,2000.0,atm
4Vd-MTG-1x8W-FUo,2024-08-14 20:05:56.000000,25.0,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-14 20:52:15.000000,490.51,groceries
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-14 19:17:46.000000,30.0,groceries
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 19:30:29.000000,2000.0,atm
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 20:18:06.000000,10.0,food & drinks
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 20:39:52.000000,10.0,shopping
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-14 20:12:42.000000,50.0,uncategorised
rtQ-BZF-w6v4-85R,2024-08-14 19:52:05.000000,36.0,food & drinks
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-14 19:36:23.000000,50.0,uncategorised
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-14 19:51:13.000000,101.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-14 18:52:35.000000,10.0,investments
rtQ-BZF-w6v4-85R,2024-08-14 19:57:13.000000,20.0,food & drinks
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-14 19:43:26.000000,25.0,food & drinks
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 18:31:49.000000,20.0,food & drinks
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 19:48:38.000000,23.0,medical
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-14 20:06:37.000000,13.0,uncategorised
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-14 20:49:02.000000,180.0,shopping
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-14 19:53:37.000000,20.0,uncategorised
rtQ-BZF-w6v4-85R,2024-08-14 19:40:08.000000,201.0,entertainment
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-14 20:04:11.000000,2.0,uncategorised
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-14 18:37:32.000000,100.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-14 20:52:21.000000,10.0,investments
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-14 20:44:13.164296,15.0,food & drinks
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-14 20:58:34.000000,25.0,food & drinks
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-14 19:40:46.000000,3.0,entertainment
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-14 20:37:50.000000,1.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-14 18:52:30.000000,11001.0,uncategorised
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-14 20:15:48.000000,13.0,uncategorised
rtQ-BZF-w6v4-85R,2024-08-14 20:53:26.000000,13.0,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-24 05:30:00.000000,300.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-24 05:30:00.000000,110.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-24 05:30:00.000000,188.27,groceries
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-24 05:30:00.000000,49.0,commute
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-24 05:30:00.000000,311.58,food & drinks
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-24 05:30:00.000000,81.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-12 05:30:00.000000,100.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-12 05:30:00.000000,40.0,commute
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-12 05:30:00.000000,97.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-12 05:30:00.000000,10.0,uncategorised
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-12 05:30:00.000000,500.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-12 05:30:00.000000,3000.0,entertainment
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-08 23:02:01.000000,101.0,entertainment
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-08 23:19:52.000000,200.0,uncategorised
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-08 21:44:59.000000,20.0,food & drinks
d0c0a7d3-b848-451c-b0b4-42942132517a,2024-08-08 23:03:49.000000,320.9,finance
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-08 21:12:38.000000,49.0,finance
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-08 21:27:33.000000,200.0,entertainment
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-08 23:03:17.884576,10.0,investments
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-08 21:01:16.000000,8000.0,uncategorised
rtQ-BZF-w6v4-85R,2024-08-08 23:11:28.000000,39.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-08 23:35:08.000000,20.0,food & drinks
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-08 22:56:40.000000,10.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-08 22:54:55.000000,50.0,entertainment
ecc50026-6871-4009-be2d-120e541a6d31,2024-08-08 22:16:19.000000,20.0,commute
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-08 22:59:55.000000,140.0,food & drinks
4Vd-MTG-1x8W-FUo,2024-08-08 21:36:10.000000,5.0,uncategorised
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-08 21:27:00.000000,200.0,entertainment
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-08 23:40:28.000000,101.0,entertainment
8a07083b-6fc1-49c9-b01e-f7ea1b096f87,2024-08-08 21:13:11.000000,165.0,entertainment
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-08 23:01:56.000000,13.0,groceries
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-08 21:35:35.000000,109.0,uncategorised
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-08 23:09:33.000000,60.0,food & drinks
a1bce1a3-4873-4f07-add3-2a5704de40b7,2024-08-08 23:34:12.000000,200.0,entertainment
d75377ae-75c6-4812-869d-391faffc29f7,2024-08-08 22:09:22.000000,101.0,shopping
491b92c5-a425-4ddc-97ef-355b0460d23c,2024-08-08 22:20:43.000000,100.0,bills & utilities
5453f139-66ef-477c-84c5-191bca9a663d,2024-08-08 23:03:12.390798,242.28,food & drinks
